,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,League
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,
Derek Cornelius,ca CAN,DF,Marseille,26-269,1997,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
David Pereira da Costa,pt POR,MF,Lens,23-228,2001,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,5,0,0.00,0.00,0.00,0.00,0.00,0.09,0.31,0.40,0.09,0.40,Matches,Ligue 1
Logan Costa,cv CPV,DF,Toulouse,23-141,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50,Matches,Ligue 1
Lasso Coulibaly,gh GHA,MF,Auxerre,21-306,2002,1,0,5,0.1,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,18.00,0.00,18.00,18.00,18.00,1.09,0.00,1.09,1.09,1.09,Matches,Ligue 1
Tanguy Coulibaly,fr FRA,FW,Montpellier,23-184,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Charlie Cresswell,eng ENG,DF,Toulouse,22-003,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,1,4,0,0.00,0.00,0.00,0.00,0.00,0.14,0.46,0.60,0.14,0.60,Matches,Ligue 1
Kevin Danso,at AUT,DF,Lens,25-336,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,Ligue 1
Dante,br BRA,DF,Nice,40-307,1983,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,14,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Pape Daouda Diongue,sn SEN,MF,Strasbourg,,,1,1,45,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,0,2,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.32,0.32,0.32,Matches,Ligue 1
Jonathan David,ca CAN,FW,Lille,24-219,2000,1,0,45,0.5,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.6,0,1,2,2.00,0.00,2.00,2.00,2.00,1.08,0.08,1.16,1.08,1.16,Matches,Ligue 1
Zuriko Davitashvili,ge GEO,MF,Saint-Étienne,23-187,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,5,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches,Ligue 1
Romain Del Castillo,fr FRA,FW,Brest,28-144,1996,1,1,90,1.0,0,1,1,0,0,1,0,0,0.8,0.1,0.3,0.3,3,4,12,0.00,1.00,1.00,0.00,1.00,0.84,0.29,1.13,0.05,0.34,Matches,Ligue 1
Ousmane Dembélé,fr FRA,FW,Paris S-G,27-097,1997,1,0,20,0.2,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,4,0,5,4.50,0.00,4.50,4.50,4.50,1.51,0.45,1.97,1.51,1.97,Matches,Ligue 1
Arthur Desmas,fr FRA,GK,Le Havre,30-135,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Mamadou Diakhon,fr FRA,MF,Reims,18-333,2005,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.00,0.29,Matches,Ligue 1
Bafodé Diakité,fr FRA,DF,Lille,23-227,2001,1,1,90,1.0,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,5,0,1.00,0.00,1.00,1.00,1.00,0.16,0.00,0.16,0.16,0.16,Matches,Ligue 1
Oumar Diakité,ci CIV,FW,Reims,20-244,2003,1,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Habib Diarra,sn SEN,MF,Strasbourg,20-230,2004,1,1,80,0.9,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,4,4,4,1.13,0.00,1.13,1.13,1.13,0.07,0.00,0.07,0.07,0.07,Matches,Ligue 1
Kandet Diawara,gn GUI,FW,Le Havre,24-192,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Mahamadou Diawara,fr FRA,MF,Lyon,19-185,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Lois Diony,fr FRA,FW,Angers,31-244,1992,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Andy Diouf,fr FRA,MF,Lens,21-095,2003,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Yehvann Diouf,fr FRA,GK,Reims,24-278,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Gianluigi Donnarumma,it ITA,GK,Paris S-G,25-177,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Guela Doué,ci CIV,DF,Strasbourg,21-308,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,7,1,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,Ligue 1
Douglas,br BRA,MF,Nantes,27-220,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,2,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.09,0.03,0.09,Matches,Ligue 1
Ismaël Doukouré,fr FRA,MF,Strasbourg,21-027,2003,1,1,85,0.9,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,0,5,2,0.00,1.06,1.06,0.00,1.06,0.00,0.09,0.09,0.00,0.09,Matches,Ligue 1
Jean-Kevin Duverne,ht HAI,DF,Nantes,27-039,1997,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Aron Dønnum,no NOR,MF,Toulouse,26-122,1998,1,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,6,7,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,Matches,Ligue 1
Jacques Ekomie,ga GAB,DF,Angers,21-001,2003,1,1,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Breel Embolo,ch SUI,FW,Monaco,27-188,1997,1,1,90,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,2,1,7,0.00,0.00,0.00,0.00,0.00,0.17,0.35,0.52,0.17,0.52,Matches,Ligue 1
Emanuel Emegha,nl NED,FW,Strasbourg,21-199,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,2,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.33,0.33,Matches,Ligue 1
Romain Faivre,fr FRA,FW,Brest,26-037,1998,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Jordan Ferri,fr FRA,MF,Montpellier,32-161,1992,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,7,5,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,Matches,Ligue 1
Karol Fila,pl POL,MF,Strasbourg,26-068,1998,1,0,5,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Malick Fofana,be BEL,MF,Lyon,19-142,2005,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,2,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches,Ligue 1
Yahia Fofana,ci CIV,GK,Angers,23-365,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Lamine Fomba,fr FRA,MF,Saint-Étienne,26-207,1998,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Angelo Fulgini,fr FRA,MF,Lens,28-000,1996,1,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Yann Gboho,fr FRA,FW,Toulouse,23-219,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,4,3,11,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.55,0.55,0.55,Matches,Ligue 1
Angel Gomes,eng ENG,MF,Lille,23-355,2000,1,1,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Amine Gouiri,dz ALG,FW,Rennes,24-186,2000,1,1,90,1.0,1,1,2,1,0,0,0,0,0.6,0.6,0.1,0.7,7,7,5,1.00,1.00,2.00,1.00,2.00,0.60,0.14,0.75,0.60,0.75,Matches,Ligue 1
Jonathan Gradit,fr FRA,DF,Lens,31-270,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17,Matches,Ligue 1
Samuel Grandsir,fr FRA,MF,Le Havre,28-006,1996,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Mason Greenwood,eng ENG,FW,Marseille,22-324,2001,1,1,90,1.0,2,0,2,1,1,1,0,0,0.8,0.0,0.0,0.0,5,2,8,2.00,0.00,2.00,1.00,1.00,0.81,0.00,0.81,0.02,0.02,Matches,Ligue 1
Albert Grønbaek,dk DEN,MF,Rennes,23-089,2001,1,1,86,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,4,2,6,0.00,0.00,0.00,0.00,0.00,0.12,0.26,0.38,0.12,0.38,Matches,Ligue 1
Gabriel Gudmundsson,se SWE,DF,Lille,25-113,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Evann Guessand,ci CIV,FW,Nice,23-050,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,3,9,0.00,0.00,0.00,0.00,0.00,0.23,0.07,0.30,0.23,0.30,Matches,Ligue 1
Bahereba Guirassy,fr FRA,FW,Nantes,17-357,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Achraf Hakimi,ma MAR,DF,Paris S-G,25-290,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,3,5,14,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,Matches,Ligue 1
Florent Hanin,dz ALG,DF,Angers,34-198,1990,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,Ligue 1
Amine Harit,ma MAR,MF,Marseille,27-063,1997,1,1,87,1.0,0,2,2,0,0,0,0,0,0.0,0.0,0.3,0.3,4,8,1,0.00,2.07,2.07,0.00,2.07,0.00,0.28,0.28,0.00,0.28,Matches,Ligue 1
Hans Hateboer,nl NED,DF,Rennes,30-224,1994,1,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0,1,2,0.00,0.00,0.00,0.00,0.00,0.59,1.42,2.00,0.59,2.00,Matches,Ligue 1
Luis Henrique,br BRA,FW,Marseille,22-250,2001,1,1,87,1.0,2,0,2,2,0,0,0,0,0.6,0.6,0.2,0.8,2,2,1,2.07,0.00,2.07,2.07,2.07,0.60,0.22,0.81,0.60,0.81,Matches,Ligue 1
Cédric Hountondji,bj BEN,DF,Angers,30-214,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Pierre Højbjerg,dk DEN,MF,Marseille,29-015,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
George Ilenikhena,fr FRA,MF,Monaco,18-004,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Ismaily,br BRA,DF,Lille,34-222,1990,1,1,82,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0,8,8,0.00,0.00,0.00,0.00,0.00,0.06,0.16,0.22,0.06,0.22,Matches,Ligue 1
Junya Ito,jp JPN,FW,Reims,31-164,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,2,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Ismail Jakobs,sn SEN,DF,Monaco,25-003,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Karl-Johan Johnsson,se SWE,GK,Strasbourg,34-205,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Paul Joly,fr FRA,DF,Auxerre,24-074,2000,1,1,90,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,4,3,7,0.00,1.00,1.00,0.00,1.00,0.00,0.69,0.69,0.00,0.69,Matches,Ligue 1
Antoine Joujou,fr FRA,FW,Le Havre,21-161,2003,1,1,75,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches,Ligue 1
Jubal,br BRA,DF,Auxerre,30-357,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches,Ligue 1
Yaya Kader Fofana,ml MLI,MF,Reims,20-069,2004,1,0,19,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Tino Kadewere,zw ZIM,MF,Nantes,28-228,1996,1,1,82,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,Ligue 1
Waren Kamanzi,no NOR,MF,Toulouse,23-283,2000,1,1,85,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Glen Kamara,fi FIN,MF,Rennes,28-297,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,10,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,Ligue 1
Nordine Kandil,fr FRA,MF,Strasbourg,22-294,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Lee Kang-in,kr KOR,FW,Paris S-G,23-183,2001,1,1,70,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.2,2,5,9,1.29,0.00,1.29,1.29,1.29,0.21,0.08,0.29,0.21,0.29,Matches,Ligue 1
Yassine Kechta,ma MAR,FW,Le Havre,22-177,2002,1,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches,Ligue 1
Thilo Kehrer,de GER,DF,Monaco,27-334,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,Ligue 1
Reda Khadra,de GER,MF,Reims,23-047,2001,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Abdukodir Khusanov,uz UZB,FW,Lens,20-173,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Philipp Köhn,ch SUI,GK,Monaco,26-140,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Randal Kolo Muani,fr FRA,FW,Paris S-G,25-259,1998,1,0,71,0.8,1,0,1,0,1,1,0,0,1.4,0.6,0.0,0.6,2,0,3,1.27,0.00,1.27,0.00,0.00,1.71,0.00,1.71,0.71,0.71,Matches,Ligue 1
Abdoul Koné,fr FRA,DF,Reims,19-120,2005,1,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Amadou Koné,ml MLI,MF,Reims,19-098,2005,1,1,14,0.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Daler Kuzyaev,ru RUS,MF,Le Havre,31-218,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Rémy Labeau Lascary,gp GLP,FW,Lens,21-170,2003,1,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,3,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.42,0.42,0.42,Matches,Ligue 1
Gaëtan Laborde,fr FRA,FW,Nice,30-109,1994,1,1,78,0.9,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,4,2,12,0.00,1.15,1.15,0.00,1.15,0.04,0.09,0.13,0.04,0.13,Matches,Ligue 1
Alban Lafont,fr FRA,GK,Nantes,25-210,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,Ligue 1
Kenny Lala,mg MAD,DF,Brest,32-322,1991,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Mohamed Lamine Bayo,gn GUI,FW,Lille,26-077,1998,1,1,45,0.5,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0,0,6,0.00,0.00,0.00,0.00,0.00,0.83,0.26,1.09,0.83,1.09,Matches,Ligue 1
Gautier Larsonneur,fr FRA,GK,Saint-Étienne,27-179,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Julien Le Cardinal,fr FRA,DF,Brest,27-017,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Jérémy Le Douaron,fr FRA,FW,Brest,26-121,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,7,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches,Ligue 1
Benjamin Lecomte,fr FRA,GK,Montpellier,33-116,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Jordan Lefort,fr FRA,DF,Angers,31-011,1993,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Donovan Léon,gf GUF,GK,Auxerre,31-291,1992,1,1,90,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,1.00,1.00,0.00,1.00,0.00,0.06,0.06,0.00,0.06,Matches,Ligue 1
Johann Lepenant,fr FRA,MF,Nantes,21-303,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Pol Lirola,es ESP,DF,Marseille,27-007,1997,1,1,70,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,1,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,Matches,Ligue 1
Gautier Lloris,fr FRA,DF,Le Havre,29-033,1995,1,1,90,1.0,1,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,1.00,0.00,1.00,1.00,1.00,0.04,0.00,0.04,0.04,0.04,Matches,Ligue 1
Jordan Lotomba,ch SUI,MF,Nice,25-326,1998,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Othmane Maamma,fr FRA,FW,Montpellier,18-319,2005,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Deiver Machado,co COL,DF,Lens,30-353,1993,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches,Ligue 1
Soungoutou Magassa,fr FRA,MF,Monaco,20-317,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.20,0.10,0.20,Matches,Ligue 1
Frank Magri,cm CMR,FW,Toulouse,24-351,1999,1,1,85,0.9,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,1,2,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.28,0.28,0.28,Matches,Ligue 1
Ainsley Maitland-Niles,eng ENG,DF,Lyon,26-357,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Hianga Mananga Mbock,fr FRA,MF,Brest,24-236,1999,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,Ligue 1
Steve Mandanda,fr FRA,GK,Rennes,39-145,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,Matches,Ligue 1
Aïssa Mandi,dz ALG,DF,Lille,32-303,1991,1,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,7,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Orel Mangala,be BEL,MF,Lyon,26-155,1998,1,1,67,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,7,3,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10,Matches,Ligue 1
Marquinhos,br BRA,DF,Paris S-G,30-098,1994,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
Jonas Martin,fr FRA,MF,Brest,34-133,1990,1,1,69,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1
